pickup,drop,hour,dayofweek,event,demand,distance,competitor_fare,fare,pickup_code,drop_code
New Market,Shahpura,13,1,1,93,6.72,143.64,197.62,8,10
BHEL,Habibganj,11,1,1,79,8.25,149.0,196.6,2,3
Lalghati,Airport,12,0,0,79,4.25,99.0,107.16,6,0
Shahpura,Ashoka Garden,7,2,1,78,7.18,126.16,176.62,10,1
Habibganj,New Market,9,0,1,97,4.74,97.88,155.21,3,8
Habibganj,Ashoka Garden,21,1,1,97,5.07,97.84,160.74,3,1
Shahpura,BHEL,10,2,1,88,8.38,186.56,234.1,10,2
New Market,Lalghati,4,5,0,85,5.76,116.12,145.44,8,6
MP Nagar,Habibganj,14,4,0,32,1.42,60.04,57.94,7,3
Shahpura,Habibganj,3,1,0,22,2.26,110.12,80.02,10,3
Railway Station,Indrapuri,5,5,1,49,7.42,149.04,158.85,9,4
Shahpura,Airport,3,2,1,36,14.75,187.0,254.4,10,0
New Market,BHEL,21,5,1,23,11.86,223.32,226.98,8,2
Shahpura,Lalghati,8,5,0,73,11.14,162.68,199.27,10,6
Indrapuri,Lalghati,10,5,1,73,11.44,226.28,257.99,4,6
MP Nagar,Habibganj,19,6,1,32,1.42,53.04,67.65,7,3
Indrapuri,New Market,6,6,0,38,10.37,198.44,174.64,4,8
Airport,Shahpura,13,3,0,34,14.75,266.0,231.7,0,10
Indrapuri,Habibganj,5,4,1,41,6.68,146.16,149.39,4,3
Ashoka Garden,Railway Station,18,5,1,53,0.98,30.76,68.26,1,9
Airport,Shahpura,21,1,0,22,14.75,193.0,212.2,0,10
Ashoka Garden,BHEL,0,4,1,40,7.96,147.52,165.02,1,2
MP Nagar,Indrapuri,0,2,0,50,6.76,117.12,120.32,7,4
BHEL,Habibganj,6,2,1,60,8.25,176.0,202.0,2,3
Railway Station,Kolar,4,2,0,86,8.59,193.08,198.87,9,5
New Market,Airport,21,2,1,78,8.43,191.16,207.62,8,0
Ashoka Garden,Indrapuri,19,4,0,26,6.76,163.12,133.72,1,4
Indrapuri,Airport,11,6,1,60,15.69,212.28,316.39,4,0
Lalghati,Habibganj,8,6,0,51,8.88,129.56,166.61,6,3
MP Nagar,Indrapuri,7,2,0,37,6.76,106.12,118.12,7,4
Kolar,Lalghati,7,6,0,24,11.53,199.36,184.66,5,6
Habibganj,Kolar,17,0,1,78,5.08,77.96,136.74,3,5
New Market,Shahpura,5,3,0,89,6.72,102.64,155.64,8,10
Habibganj,MP Nagar,14,2,1,83,1.42,71.04,94.06,3,7
New Market,MP Nagar,12,0,0,33,3.82,122.84,96.94,8,7
Railway Station,New Market,23,0,0,59,4.02,131.24,113.49,9,8
New Market,Indrapuri,19,0,0,50,10.37,174.44,167.44,8,4
Shahpura,MP Nagar,6,2,0,75,3.67,86.04,97.89,10,7
Lalghati,BHEL,3,0,0,47,12.5,164.0,184.8,6,2
Railway Station,New Market,4,3,0,36,4.02,91.24,89.14,9,8
Indrapuri,BHEL,9,0,0,52,1.57,84.84,74.88,4,2
New Market,Shahpura,3,6,1,83,6.72,152.64,199.42,8,10
MP Nagar,Railway Station,20,6,1,21,3.31,67.72,93.26,7,9
Airport,Railway Station,17,0,0,49,8.55,161.6,148.3,0,9
Airport,MP Nagar,22,4,1,83,11.19,205.28,285.05,0,7
BHEL,Ashoka Garden,18,1,0,42,7.96,174.52,147.22,2,1
Habibganj,Indrapuri,13,5,0,97,6.68,167.16,168.01,3,4
New Market,Lalghati,20,4,0,63,5.76,157.12,138.8,8,6
BHEL,Habibganj,7,3,0,63,8.25,171.0,168.06,2,3
Railway Station,Lalghati,4,6,0,94,4.47,131.64,131.26,9,6
Ashoka Garden,BHEL,14,6,0,82,7.96,113.52,174.49,1,2
BHEL,Airport,5,4,1,27,16.74,253.88,291.66,2,0
Shahpura,Lalghati,3,5,0,21,11.14,206.68,183.58,10,6
BHEL,Railway Station,9,1,0,95,8.71,170.52,195.97,2,9
Lalghati,MP Nagar,7,3,1,69,7.47,137.64,183.1,6,7
Kolar,Shahpura,19,4,1,57,4.91,126.92,144.09,5,10
Ashoka Garden,Railway Station,1,4,1,74,0.98,93.76,82.48,1,9
Railway Station,Habibganj,13,0,1,88,4.71,102.52,155.63,9,3
MP Nagar,Kolar,21,5,1,44,5.82,125.84,135.01,7,5
Habibganj,Airport,6,2,0,73,12.53,227.36,228.22,3,0
Kolar,Shahpura,23,3,0,44,4.91,138.92,110.92,5,10
Habibganj,Airport,16,4,0,34,12.53,222.36,199.96,3,0
BHEL,Indrapuri,7,2,0,61,1.57,86.84,75.48,2,4
BHEL,New Market,5,1,0,93,11.86,165.32,237.26,2,8
Kolar,Indrapuri,22,5,0,91,11.56,164.72,233.11,5,4
Railway Station,New Market,20,5,0,24,4.02,79.24,86.44,9,8
Airport,Ashoka Garden,1,4,0,43,8.99,179.88,157.48,0,1
Airport,Ashoka Garden,17,5,1,82,8.99,191.88,245.41,0,1
Shahpura,MP Nagar,14,1,1,47,3.67,67.04,97.45,10,7
Kolar,Airport,5,4,0,58,14.03,240.36,248.1,5,0
Indrapuri,Kolar,23,1,1,38,11.56,189.72,216.66,4,5
MP Nagar,Habibganj,9,5,0,50,1.42,83.04,64.84,7,3
Shahpura,Ashoka Garden,3,0,1,59,7.18,121.16,175.62,10,1
Indrapuri,New Market,23,1,1,85,10.37,154.44,261.1,4,8
Habibganj,Railway Station,12,6,1,64,4.71,93.52,134.53,3,9
Habibganj,New Market,11,3,0,25,4.74,124.88,105.28,3,8
Kolar,Airport,15,4,0,93,14.03,197.36,272.84,5,0
Indrapuri,Railway Station,6,2,0,64,7.42,178.04,161.81,4,9
Airport,Habibganj,7,4,0,78,12.53,214.36,225.62,0,3
Kolar,Railway Station,20,6,0,47,8.59,155.08,146.68,5,9
Railway Station,Kolar,8,3,1,70,8.59,137.08,199.11,9,5
Railway Station,Lalghati,5,4,0,27,4.47,85.64,92.04,9,6
Ashoka Garden,Lalghati,9,5,0,36,4.78,98.36,97.66,1,6
Airport,Indrapuri,15,0,0,23,15.69,266.28,239.68,0,4
Kolar,New Market,19,2,1,98,5.79,97.48,172.77,5,8
BHEL,Shahpura,2,3,1,67,8.38,129.56,194.58,2,10
Kolar,Ashoka Garden,18,3,1,26,9.32,190.84,190.11,5,1
Shahpura,Indrapuri,19,0,0,53,6.89,105.68,138.91,10,4
Airport,Ashoka Garden,5,4,1,33,8.99,118.88,171.66,0,1
Lalghati,Habibganj,5,3,0,26,8.88,169.56,153.46,6,3
MP Nagar,Lalghati,23,1,0,32,7.47,177.64,144.04,7,6
Habibganj,Airport,14,4,1,52,12.53,180.36,264.5,3,0
Ashoka Garden,Indrapuri,4,6,0,83,6.76,120.12,159.68,1,4
Habibganj,MP Nagar,3,0,1,60,1.42,71.04,82.66,3,7
Airport,Shahpura,6,5,1,80,14.75,247.0,309.8,0,10
Kolar,Indrapuri,11,3,0,24,11.56,178.72,178.72,5,4
Railway Station,MP Nagar,16,4,0,90,3.31,58.72,101.03,9,7
New Market,Ashoka Garden,0,4,1,60,4.99,95.88,139.03,8,1
Kolar,Railway Station,17,0,0,28,8.59,123.08,139.08,5,9
MP Nagar,Shahpura,2,5,1,73,3.67,91.04,119.06,7,10
Airport,Shahpura,5,1,0,26,14.75,248.0,226.3,0,10
BHEL,Shahpura,16,4,0,64,8.38,183.56,173.14,2,10
MP Nagar,Indrapuri,9,3,0,85,6.76,162.12,168.08,7,4
Kolar,Shahpura,15,5,0,52,4.91,108.92,116.75,5,10
Lalghati,Kolar,16,2,1,48,11.53,165.36,211.43,6,5
Airport,Shahpura,22,5,0,90,14.75,265.0,296.04,0,10
MP Nagar,Habibganj,9,2,0,55,1.42,68.04,68.37,7,3
Habibganj,Railway Station,15,4,1,38,4.71,142.52,127.21,3,9
MP Nagar,Habibganj,19,0,0,27,1.42,87.04,66.04,7,3
MP Nagar,Kolar,6,4,0,68,5.82,101.84,125.81,7,5
Kolar,Ashoka Garden,5,1,1,71,9.32,157.84,213.78,5,1
Kolar,Railway Station,2,1,0,53,8.59,175.08,172.71,5,9
Indrapuri,Railway Station,19,3,1,91,7.42,134.04,207.46,4,9
New Market,Lalghati,10,5,1,77,5.76,103.12,151.57,8,6
Shahpura,Lalghati,12,2,0,49,11.14,187.68,177.88,10,6
Kolar,BHEL,14,3,0,64,13.11,216.32,232.69,5,2
Lalghati,Kolar,14,4,1,73,11.53,171.36,248.3,6,5
BHEL,Railway Station,15,3,1,66,8.71,146.52,202.73,2,9
Kolar,Habibganj,5,2,1,64,5.08,132.96,147.74,5,3
Indrapuri,Ashoka Garden,9,0,0,100,6.76,94.12,154.48,4,1
Kolar,Shahpura,14,3,0,65,4.91,139.92,125.07,5,10
Habibganj,Railway Station,16,2,0,71,4.71,96.52,111.96,3,9
Airport,MP Nagar,9,1,1,95,11.19,206.28,285.25,0,7
Shahpura,New Market,14,6,0,45,6.72,137.64,125.74,10,8
New Market,MP Nagar,2,6,1,82,3.82,56.84,131.54,8,7
Shahpura,BHEL,9,3,0,61,8.38,112.56,157.45,10,2
Airport,Railway Station,22,2,0,62,8.55,137.6,164.42,0,9
Airport,Lalghati,14,1,0,97,4.25,87.0,119.32,0,6
BHEL,Lalghati,13,3,1,34,12.5,194.0,228.8,2,6
Habibganj,Airport,4,6,1,85,12.53,220.36,310.58,3,0
Airport,Shahpura,7,1,0,87,14.75,255.0,294.04,0,10
MP Nagar,New Market,7,3,0,99,3.82,92.84,114.71,7,8
New Market,Airport,17,4,0,44,8.43,186.16,154.66,8,0
Airport,Ashoka Garden,16,2,0,32,8.99,148.88,148.18,0,1
Habibganj,Railway Station,14,1,1,94,4.71,98.52,154.83,3,9
MP Nagar,Shahpura,16,2,0,37,3.67,106.04,90.64,7,10
BHEL,New Market,1,5,1,89,11.86,156.32,286.51,2,8
MP Nagar,Habibganj,0,2,0,33,1.42,82.04,64.54,7,3
Airport,MP Nagar,10,4,1,65,11.19,197.28,248.59,0,7
Shahpura,Habibganj,21,1,1,92,2.26,95.12,112.99,10,3
Ashoka Garden,Kolar,4,6,0,60,9.32,179.84,181.73,1,5
Ashoka Garden,BHEL,21,6,0,39,7.96,134.52,135.32,1,2
Ashoka Garden,MP Nagar,8,5,1,60,3.76,60.12,114.17,1,7
Indrapuri,Kolar,4,2,0,76,11.56,190.72,209.72,4,5
Airport,Kolar,21,0,0,60,14.03,221.36,244.3,0,5
BHEL,Indrapuri,15,4,0,97,1.57,48.84,75.67,2,4
Shahpura,New Market,3,0,0,77,6.72,151.64,146.83,10,8
BHEL,Kolar,20,5,0,26,13.11,171.32,192.12,2,5
Lalghati,New Market,18,4,0,90,5.76,117.12,145.64,6,8
Indrapuri,BHEL,3,5,0,32,1.57,66.84,61.24,4,2
New Market,Ashoka Garden,14,1,1,92,4.99,98.88,159.61,8,1
Airport,Lalghati,6,3,0,72,4.25,64.0,100.16,0,6
New Market,Indrapuri,6,6,1,46,10.37,202.44,204.93,8,4
MP Nagar,Indrapuri,4,2,0,59,6.76,140.12,144.3,7,4
Kolar,MP Nagar,12,6,1,79,5.82,98.84,151.58,5,7
Railway Station,Lalghati,18,4,1,72,4.47,129.64,138.3,9,6
Habibganj,Shahpura,22,6,0,60,2.26,91.12,83.72,3,10
MP Nagar,Railway Station,0,2,1,26,3.31,69.72,93.66,7,9
Ashoka Garden,BHEL,19,6,0,36,7.96,162.52,143.62,1,2
Indrapuri,Lalghati,20,3,1,46,11.44,183.28,213.94,4,6
Lalghati,New Market,12,5,1,28,5.76,134.12,135.94,6,8
Shahpura,Lalghati,9,1,0,80,11.14,174.68,201.67,10,6
MP Nagar,Railway Station,6,0,1,29,3.31,94.72,98.66,7,9
Airport,Railway Station,11,5,0,27,8.55,163.6,148.9,0,9
Ashoka Garden,Habibganj,9,1,1,42,5.07,141.84,130.79,1,3
Railway Station,Habibganj,12,2,1,31,4.71,114.52,119.42,9,3
New Market,Kolar,2,5,0,56,5.79,124.48,130.0,8,5
Indrapuri,Airport,9,0,1,42,15.69,264.28,281.14,4,0
Indrapuri,Railway Station,2,6,0,77,7.42,153.04,154.49,4,9
New Market,Railway Station,11,0,0,77,4.02,111.24,107.49,8,9
Habibganj,Kolar,19,2,1,60,5.08,145.96,150.34,3,5
Shahpura,Habibganj,7,5,1,87,2.26,113.12,116.59,10,3
Railway Station,Lalghati,10,6,1,23,4.47,84.64,110.57,9,6
Shahpura,Indrapuri,14,3,1,93,6.89,136.68,199.09,10,4
Indrapuri,BHEL,16,6,0,40,1.57,63.84,60.34,4,2
Airport,New Market,8,0,0,75,8.43,146.16,164.75,0,8
MP Nagar,Airport,11,3,0,77,11.19,214.28,210.68,7,0
Indrapuri,Airport,4,1,1,86,15.69,276.28,374.85,4,0
Ashoka Garden,Shahpura,17,0,1,64,7.18,111.16,173.62,1,10
BHEL,MP Nagar,18,4,1,97,8.3,148.6,225.16,2,7
Railway Station,MP Nagar,12,3,1,30,3.31,54.72,90.66,9,7
Lalghati,Ashoka Garden,18,2,1,66,4.78,109.36,138.7,6,1
Habibganj,Railway Station,17,6,1,64,4.71,109.52,137.73,3,9
Airport,MP Nagar,15,2,0,25,11.19,177.28,175.18,0,7
Ashoka Garden,Indrapuri,10,0,1,78,6.76,148.12,174.97,1,4
MP Nagar,Ashoka Garden,19,0,1,20,3.76,117.12,109.62,7,1
Ashoka Garden,Kolar,5,1,0,72,9.32,131.84,172.13,1,5
Shahpura,BHEL,6,5,1,96,8.38,129.56,222.7,10,2
Lalghati,Kolar,21,5,0,31,11.53,159.36,174.56,6,5
MP Nagar,Indrapuri,2,1,0,25,6.76,140.12,126.82,7,4
MP Nagar,Habibganj,21,5,0,50,1.42,100.04,69.94,7,3
BHEL,Kolar,14,4,0,65,13.11,169.32,223.29,2,5
Airport,New Market,19,2,1,89,8.43,118.16,221.26,0,8
New Market,Lalghati,8,2,0,23,5.76,124.12,113.62,8,6
Railway Station,Airport,6,4,0,31,8.55,135.6,141.2,9,0
Lalghati,Kolar,15,2,1,60,11.53,207.36,255.5,6,5
Kolar,MP Nagar,23,4,0,56,5.82,134.84,132.72,5,7
Habibganj,Indrapuri,4,6,0,80,6.68,166.16,150.78,3,4
Ashoka Garden,New Market,16,2,1,29,4.99,130.88,126.66,1,8
Habibganj,Lalghati,9,0,0,78,8.88,145.56,169.81,3,6
Habibganj,Airport,22,2,1,29,12.53,216.36,233.63,3,0
Ashoka Garden,Shahpura,23,6,1,24,7.18,134.16,152.99,1,10
New Market,Shahpura,23,1,1,52,6.72,99.64,164.7,8,10
Railway Station,Ashoka Garden,4,3,0,52,0.98,91.76,71.01,9,1
Shahpura,BHEL,19,1,1,42,8.38,159.56,172.47,10,2
Shahpura,BHEL,17,1,0,33,8.38,171.56,149.86,10,2
Ashoka Garden,Railway Station,4,6,1,50,0.98,54.76,62.71,1,9
MP Nagar,Ashoka Garden,6,4,0,28,3.76,61.12,80.32,7,1
Airport,Shahpura,21,0,1,45,14.75,236.0,264.2,0,10
Ashoka Garden,Shahpura,18,3,1,69,7.18,97.16,170.82,1,10
Indrapuri,MP Nagar,5,0,1,41,6.76,101.12,141.34,4,7
Indrapuri,BHEL,17,6,1,36,1.57,34.84,65.81,4,2
MP Nagar,Habibganj,12,4,0,66,1.42,31.04,60.97,7,3
Lalghati,Habibganj,3,4,1,91,8.88,148.56,234.9,6,3
Kolar,Ashoka Garden,18,6,1,53,9.32,191.84,220.58,5,1
Habibganj,Railway Station,5,3,1,56,4.71,101.52,136.13,3,9
Indrapuri,Habibganj,4,5,1,31,6.68,126.16,145.39,4,3
Lalghati,MP Nagar,19,2,0,23,7.47,102.64,124.24,6,7
Indrapuri,Habibganj,12,3,1,79,6.68,160.16,176.22,4,3
Airport,Shahpura,5,5,0,40,14.75,216.0,216.8,0,10
New Market,Railway Station,23,3,1,40,4.02,137.24,118.38,8,9
Shahpura,Kolar,5,2,0,41,4.91,147.92,113.62,10,5
MP Nagar,Shahpura,8,2,1,54,3.67,105.04,121.86,7,10
Airport,BHEL,15,2,0,51,16.74,213.88,274.02,0,2
BHEL,Indrapuri,1,4,1,68,1.57,104.84,93.23,2,4
Airport,Ashoka Garden,18,2,1,39,8.99,142.88,176.46,0,1
Indrapuri,BHEL,12,3,0,40,1.57,89.84,68.14,4,2
Kolar,Habibganj,9,3,1,24,5.08,130.96,127.63,5,3
Airport,Railway Station,21,5,0,32,8.55,115.6,137.2,0,9
MP Nagar,Ashoka Garden,18,2,0,93,3.76,68.12,108.96,7,1
Railway Station,Lalghati,12,1,1,35,4.47,127.64,120.23,9,6
BHEL,Airport,13,6,1,49,16.74,214.88,283.86,2,0
Habibganj,Kolar,1,5,0,27,5.08,76.96,96.16,3,5
MP Nagar,BHEL,12,2,1,93,8.3,122.6,219.96,7,2
MP Nagar,Shahpura,12,3,1,99,3.67,84.04,134.46,7,10
Habibganj,Railway Station,11,1,1,73,4.71,123.52,140.53,3,9
Shahpura,Habibganj,0,1,1,43,2.26,86.12,84.57,10,3
Ashoka Garden,Shahpura,10,4,0,85,7.18,163.16,173.93,1,10
Kolar,Lalghati,1,3,1,92,11.53,206.36,290.98,5,6
Habibganj,Airport,11,6,1,52,12.53,193.36,267.1,3,0
Airport,Habibganj,13,3,1,33,12.53,238.36,238.07,0,3
BHEL,MP Nagar,14,1,1,99,8.3,162.6,227.96,2,7
Indrapuri,Railway Station,2,5,0,98,7.42,102.04,164.93,4,9
Ashoka Garden,BHEL,1,0,1,64,7.96,126.52,187.93,1,2
New Market,Ashoka Garden,11,1,1,57,4.99,74.88,134.83,8,1
New Market,Shahpura,8,0,1,53,6.72,90.64,162.9,8,10
Ashoka Garden,Airport,5,3,1,97,8.99,149.88,237.01,1,0
New Market,Shahpura,7,0,0,37,6.72,111.64,118.84,8,10
BHEL,Railway Station,12,5,1,26,8.71,153.52,175.22,2,9
MP Nagar,Indrapuri,3,3,1,81,6.76,118.12,193.19,7,4
Lalghati,Kolar,3,4,0,57,11.53,207.36,212.7,6,5
Indrapuri,Kolar,1,6,0,40,11.56,168.72,176.72,4,5
Railway Station,Lalghati,17,3,1,99,4.47,89.64,149.02,9,6
BHEL,Shahpura,11,5,0,53,8.38,152.56,165.45,2,10
New Market,BHEL,7,0,1,42,11.86,190.32,220.38,8,2
New Market,Habibganj,20,2,1,81,4.74,133.88,162.41,8,3
Habibganj,MP Nagar,20,6,1,71,1.42,54.04,79.26,3,7
Ashoka Garden,New Market,8,2,0,49,4.99,87.88,97.48,1,8
MP Nagar,Ashoka Garden,15,4,1,95,3.76,57.12,130.59,7,1
Indrapuri,Habibganj,7,5,0,88,6.68,134.16,161.41,4,3
MP Nagar,Lalghati,23,4,0,71,7.47,99.64,144.38,7,6
Ashoka Garden,Airport,22,4,1,26,8.99,126.88,173.26,1,0
Kolar,Indrapuri,13,6,0,34,11.56,164.72,175.92,5,4
BHEL,Indrapuri,16,0,0,66,1.57,62.84,69.05,2,4
Habibganj,MP Nagar,7,3,1,87,1.42,46.04,89.06,3,7
MP Nagar,Ashoka Garden,19,5,1,86,3.76,133.12,145.79,7,1
Shahpura,Ashoka Garden,22,3,0,29,7.18,133.16,128.26,10,1
Airport,Kolar,18,0,1,69,14.03,205.36,291.1,0,5
MP Nagar,BHEL,2,5,1,40,8.3,177.6,175.43,7,2
Ashoka Garden,Habibganj,20,5,1,60,5.07,133.84,147.78,1,3
BHEL,MP Nagar,5,4,1,73,8.3,148.6,197.24,2,7
New Market,Kolar,13,4,1,20,5.79,106.48,130.78,8,5
Airport,Railway Station,13,1,1,37,8.55,145.6,171.72,0,9
MP Nagar,Ashoka Garden,4,0,0,98,3.76,111.12,117.56,7,1
Railway Station,Shahpura,0,6,0,49,6.92,154.04,132.34,9,10
New Market,Ashoka Garden,17,5,1,60,4.99,97.88,139.43,8,1
Ashoka Garden,MP Nagar,2,5,1,38,3.76,105.12,106.14,1,7
Ashoka Garden,New Market,15,3,1,61,4.99,121.88,144.23,1,8
MP Nagar,Railway Station,12,2,1,91,3.31,93.72,130.35,7,9
Kolar,New Market,23,1,1,67,5.79,128.48,157.07,5,8
Airport,New Market,1,3,1,37,8.43,146.16,170.39,0,8
Kolar,Lalghati,6,2,0,67,11.53,186.36,208.5,5,6
Lalghati,Kolar,6,5,1,42,11.53,221.36,222.63,6,5
MP Nagar,Ashoka Garden,12,6,1,63,3.76,109.12,123.97,7,1
Railway Station,Airport,12,6,1,96,8.55,141.6,227.96,9,0
BHEL,Shahpura,23,6,0,42,8.38,170.56,149.56,2,10
Railway Station,Airport,8,2,1,98,8.55,179.6,235.56,9,0
MP Nagar,Lalghati,12,4,0,36,7.47,114.64,126.64,7,6
Airport,Habibganj,7,4,1,90,12.53,167.36,299.98,0,3
MP Nagar,BHEL,12,6,1,43,8.3,149.6,169.52,7,2
BHEL,Shahpura,5,2,0,31,8.38,161.56,146.86,2,10
New Market,BHEL,5,1,1,55,11.86,159.32,250.65,8,2
BHEL,Habibganj,14,5,1,57,8.25,118.0,190.4,2,3
Indrapuri,Kolar,3,5,1,71,11.56,215.72,257.61,4,5
Ashoka Garden,Airport,10,1,1,53,8.99,129.88,203.43,1,0
MP Nagar,Kolar,1,5,0,75,5.82,158.84,139.92,7,5
BHEL,Kolar,2,4,0,52,13.11,227.32,234.89,2,5
Kolar,Railway Station,8,4,1,68,8.59,151.08,201.91,5,9
Indrapuri,Ashoka Garden,6,5,0,93,6.76,118.12,159.28,4,1
MP Nagar,Shahpura,3,4,0,67,3.67,90.04,98.69,7,10
Ashoka Garden,Lalghati,14,0,0,44,4.78,78.36,93.56,1,6
Airport,Shahpura,16,0,1,40,14.75,210.0,259.0,0,10
Kolar,New Market,2,1,0,64,5.79,130.48,131.2,5,8
Shahpura,MP Nagar,20,5,1,75,3.67,128.04,126.65,10,7
MP Nagar,Habibganj,0,3,0,76,1.42,81.04,72.23,7,3
BHEL,Kolar,20,5,1,68,13.11,233.32,283.45,2,5
Airport,Ashoka Garden,23,2,1,48,8.99,169.88,181.86,0,1
Airport,Shahpura,18,4,0,56,14.75,257.0,259.72,0,10
Shahpura,Habibganj,19,1,1,70,2.26,50.12,90.57,10,3
BHEL,Ashoka Garden,21,0,1,70,7.96,178.52,198.33,2,1
MP Nagar,Lalghati,13,4,1,50,7.47,109.64,151.57,7,6
Kolar,Lalghati,16,6,1,70,11.53,162.36,246.5,5,6
Ashoka Garden,Lalghati,10,6,1,43,4.78,110.36,119.43,1,6
New Market,Shahpura,19,5,1,74,6.72,144.64,173.7,8,10
Railway Station,Ashoka Garden,23,4,1,23,0.98,31.76,58.11,9,1
Railway Station,Lalghati,7,6,0,74,4.47,83.64,106.62,9,6
BHEL,Kolar,2,4,0,94,13.11,194.32,259.86,2,5
BHEL,Lalghati,16,0,1,48,12.5,218.0,233.6,2,6
Habibganj,Railway Station,7,0,0,27,4.71,98.52,97.12,3,9
MP Nagar,Lalghati,10,5,1,81,7.47,159.64,213.42,7,6
Railway Station,MP Nagar,10,0,1,35,3.31,71.72,94.06,9,7
Airport,Habibganj,4,6,1,67,12.53,200.36,268.5,0,3
Railway Station,Ashoka Garden,19,5,1,53,0.98,88.76,80.98,9,1
Habibganj,Airport,20,1,1,52,12.53,183.36,265.1,3,0
Habibganj,MP Nagar,15,4,0,57,1.42,94.04,76.13,3,7
Indrapuri,BHEL,10,4,1,92,1.57,65.84,95.54,4,2
Kolar,Lalghati,7,0,0,67,11.53,160.36,203.3,5,6
MP Nagar,Habibganj,4,3,0,72,1.42,73.04,69.83,7,3
New Market,BHEL,9,2,0,28,11.86,182.32,182.32,8,2
BHEL,New Market,23,2,0,31,11.86,198.32,187.12,2,8
Shahpura,Railway Station,20,4,0,65,6.92,128.04,143.73,10,9
Habibganj,Ashoka Garden,13,6,0,55,5.07,139.84,126.66,3,1
MP Nagar,Shahpura,12,1,1,33,3.67,60.04,96.05,7,10
Habibganj,Lalghati,22,6,1,37,8.88,188.56,184.81,3,6
Airport,Lalghati,18,2,0,33,4.25,112.0,97.3,0,6
Lalghati,BHEL,7,4,1,80,12.5,163.0,260.6,6,2
Indrapuri,Railway Station,5,6,1,83,7.42,140.04,208.66,4,9
Lalghati,Kolar,18,0,1,41,11.53,191.36,216.63,6,5
New Market,Railway Station,0,3,0,42,4.02,112.24,95.44,8,9
Railway Station,New Market,6,4,1,66,4.02,85.24,122.94,9,8
Airport,Indrapuri,2,2,1,39,15.69,205.28,269.34,0,4
MP Nagar,Lalghati,21,4,1,92,7.47,136.64,208.82,7,6
Indrapuri,MP Nagar,7,6,1,30,6.76,150.12,151.14,4,7
MP Nagar,Habibganj,11,1,1,55,1.42,77.04,83.86,7,3
BHEL,Habibganj,5,3,1,94,8.25,142.0,223.0,2,3
Shahpura,New Market,6,5,0,72,6.72,128.64,141.54,10,8
Railway Station,BHEL,16,5,0,46,8.71,131.52,141.92,9,2
New Market,Airport,7,6,1,45,8.43,178.16,176.96,8,0
Indrapuri,Airport,19,1,0,52,15.69,201.28,259.4,4,0
MP Nagar,Airport,18,2,1,76,11.19,160.28,241.19,7,0
Railway Station,Habibganj,17,6,1,91,4.71,88.52,152.83,9,3
BHEL,Lalghati,11,0,1,87,12.5,183.0,302.6,2,6
Lalghati,Airport,5,2,0,94,4.25,97.0,121.32,6,0
BHEL,MP Nagar,0,0,1,54,8.3,181.6,203.84,2,7
Kolar,Shahpura,16,5,1,36,4.91,145.92,130.33,5,10
BHEL,Airport,5,6,1,34,16.74,226.88,286.26,2,0
Indrapuri,BHEL,12,5,0,92,1.57,65.84,79.07,4,2
Shahpura,BHEL,10,3,0,44,8.38,112.56,134.96,10,2
New Market,Habibganj,14,2,0,72,4.74,115.88,116.18,8,3
Ashoka Garden,New Market,1,2,0,21,4.99,107.88,102.28,1,8
Kolar,Lalghati,10,2,1,72,11.53,192.36,252.5,5,6
Railway Station,Shahpura,15,3,0,27,6.92,118.04,122.04,9,10
MP Nagar,Habibganj,18,1,0,49,1.42,45.04,54.64,7,3
Habibganj,Indrapuri,19,1,1,43,6.68,97.16,139.59,3,4
Ashoka Garden,Kolar,6,0,0,100,9.32,153.84,200.83,1,5
New Market,Shahpura,5,1,1,49,6.72,129.64,146.57,8,10
Airport,MP Nagar,17,4,0,32,11.19,162.28,171.88,0,7
Ashoka Garden,New Market,17,5,0,85,4.99,117.88,135.44,1,8
MP Nagar,Lalghati,13,4,1,40,7.47,137.64,157.17,7,6
MP Nagar,Kolar,14,0,0,52,5.82,84.84,122.41,7,5
Indrapuri,Habibganj,7,0,0,32,6.68,139.16,125.86,4,3
New Market,Railway Station,12,3,1,71,4.02,110.24,127.94,8,9
Indrapuri,Lalghati,23,3,0,28,11.44,162.28,174.28,4,6
Kolar,Lalghati,16,4,1,84,11.53,222.36,294.18,5,6
Lalghati,BHEL,23,0,1,100,12.5,189.0,303.8,6,2
Habibganj,Kolar,23,2,1,50,5.08,116.96,124.35,3,5
BHEL,Railway Station,2,2,1,100,8.71,162.52,234.83,2,9
Lalghati,BHEL,3,5,1,89,12.5,172.0,300.4,6,2
Railway Station,BHEL,8,6,1,88,8.71,137.52,229.83,9,2
BHEL,MP Nagar,12,3,1,52,8.3,165.6,200.64,2,7
Airport,Ashoka Garden,16,0,1,41,8.99,174.88,182.86,0,1
Kolar,Airport,8,1,0,62,14.03,222.36,244.5,5,0
Indrapuri,Habibganj,8,5,1,88,6.68,161.16,200.46,4,3
Habibganj,Airport,23,4,0,85,12.53,229.36,259.08,3,0
Kolar,New Market,2,3,0,80,5.79,92.48,123.6,5,8
Lalghati,BHEL,21,1,1,32,12.5,229.0,235.8,6,2
New Market,Indrapuri,10,1,0,24,10.37,199.44,174.94,8,4
Kolar,Railway Station,20,4,1,29,8.59,169.08,176.9,5,9
Lalghati,Indrapuri,18,3,1,78,11.44,187.28,250.19,6,4
